NumerRSPO;Typ;Nazwa;Ulica;numerBudynku;numerLokalu;kodPocztowy;miejscowosc;kodterytorialnyUlica;kodterytorialnyMiejscowosc;kodterytorialnyGmina;Telefon;Faks;E-mail;stronaWww;wojewodztwo;powiat;gmina;REGON;NIP;publicznoscStatus;Kategoriauczniów;Specyfikaplacówki;Dyrektor;organProwadzący;TypOrganuProwadzącego;WojewództwoOrganuProwadzącego;PowiatOrganuProwadzącego;GminaOrganuProwadzącego;DataZałożenia;DataLikwidacji
91992;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II ST. W NYSIE;rynek Solny;2;;48-300;Nysa;20545;0965789;1607054;774332014;;;;OPOLSKIE;nyski;Nysa - miasto;161497091;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1979-08-01;
92791;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II ST. W CHORZOWIE;ul. gen. Henryka Dąbrowskiego;43;;41-500;Chorzów;03673;0938887;2463011;322410329;;;;ŚLĄSKIE;Chorzów;Chorzów - gmina miejska;240067863;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1945-09-01;
103591;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II ST. W NOWYM TARGU;ul. Parkowa;12;;34-400;Nowy Targ;15710;0961538;1211011;182649861;;;;MAŁOPOLSKIE;nowotarski;Nowy Targ - gmina miejska;120017447;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1984-09-01;
103663;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II ST. W PRZEMYŚLU;ul. Juliusza Słowackiego;91;;37-700;Przemyśl;20291;0971672;1862011;166783766;;zpsmiam@gmail.com;muzyk.edu.pl;PODKARPACKIE;Przemyśl;Przemyśl - gmina miejska;180037064;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1968-07-03;
103769;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II ST. W KONINIE;ul. 3 Maja;50;;62-500;Konin;11937;0948667;3062011;632428824;;;;WIELKOPOLSKIE;Konin;Konin - gmina miejska;300029313;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1977-09-01;
103773;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II ST. W ŻYRARDOWIE;ul. Gabriela Narutowicza;39b;;96-300;Żyrardów;14018;0977210;1438011;468553685;;;;MAZOWIECKIE;żyrardowski;Żyrardów - gmina miejska;146467740;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1985-09-01;
103779;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II ST. W JELENIEJ GÓRZE;ul. Józefa Piłsudskiego;26;;58-500;Jelenia Góra;16264;0935802;0261011;757522330;;;;DOLNOŚLĄSKIE;Jelenia Góra;Jelenia Góra - gmina miejska;022029156;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1968-09-01;
106017;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II STOPNIA W GLIWICACH;ul. o. Jana Siemińskiego;6;;44-100;Gliwice;53504;0940000;2466011;322313123;;psm@edukacja.gliwice.eu;;ŚLĄSKIE;Gliwice;Gliwice - gmina miejska;243147060;;publiczna;Bez kategorii;brak specyfiki;;GLIWICE - MIASTO NA PRAWACH POWIATU;Miasto na prawach powiatu;ŚLĄSKIE;Gliwice;Gliwice;1945-03-21;
107683;SM2;SZKOŁA MUZYCZNA II STOPNIA WYDZIAŁ WOKALNY W LUBLINIE;ul. Gabriela Narutowicza;32a;;20-016;Lublin;14018;0954700;0663011;817462234;817462234;poczta@smts.lublin.eu;;LUBELSKIE;Lublin;Lublin - gmina miejska;061513137;9461829617;publiczna;Bez kategorii;brak specyfiki;;GMINA LUBLIN;Miasto na prawach powiatu;LUBELSKIE;Lublin;Lublin;1968-09-25;
109444;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II STOPNIA IM. CZESŁAWA NIEMENA;ul. Wiejska;29;;87-800;Włocławek;24048;0984752;0464011;542311988;542311988;sekretariat@zsmwlo.edu.pl;www.zsmwlo.edu.pl;KUJAWSKO-POMORSKIE;Włocławek;Włocławek - gmina miejska;341391864;8881173904;publiczna;Bez kategorii;brak specyfiki;;GMINA MIASTO WŁOCŁAWEK;Miasto na prawach powiatu;KUJAWSKO-POMORSKIE;Włocławek;Włocławek;1976-09-01;
111952;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II STPONIA;ul. Fryderyka Szopena;32;;35-055;Rzeszów;22023;0974133;1863011;177482200;;;;PODKARPACKIE;Rzeszów;Rzeszów - gmina miejska;691689093;;publiczna;Bez kategorii;brak specyfiki;;GMINA MIASTO RZESZÓW;Miasto na prawach powiatu;PODKARPACKIE;Rzeszów;Rzeszów;1953-07-21;
112020;SM2;PRYWATNA SZKOŁA MUZYCZNA II ST. POD PATRONATEM CHRZEŚCIJAŃSKIEGO STOWARZYSZENIA MUZYKÓW MISSIO MUSICA W WARSZAWIE;ul. Podbipięty;2;;02-732;Mokotów;16692;0918130;1465058;606612907;;zkolamuzyk@wp.pl;www.mm.edu.pl;MAZOWIECKIE;Warszawa;Mokotów - dzielnica;146592409;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;;Beata Mikołajczyk;Osoba fizyczna;MAZOWIECKIE;Warszawa;Praga-Północ;1993-09-01;
121544;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II ST. W CHEŁMIE;ul. Hrubieszowska;102;;22-100;Chełm;06761;0929902;0662011;825653887;825653887;;;LUBELSKIE;Chełm;Chełm - gmina miejska;060056040;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1977-09-01;
13425;SM2;SZKOŁA MUZYCZNA II STOPNIA;ul. Chojnowska;2;;59-220;Legnica;02828;0954047;0262011;768622636;768565466;zsmuz@wp.pl;www.zsmuz.cal.pl;DOLNOŚLĄSKIE;Legnica;Legnica - gmina miejska;391023133;;publiczna;Bez kategorii;brak specyfiki;;GMINA LEGNICA;Miasto na prawach powiatu;DOLNOŚLĄSKIE;Legnica;Legnica;1996-04-29;
22878;SM2;SZKOŁA MUZYCZNA II STOPNIA;ul. Jana III Sobieskiego;15;;35-002;Rzeszów;20431;0974133;1863011;177482990;;;;PODKARPACKIE;Rzeszów;Rzeszów - gmina miejska;691689124;8132854743;publiczna;Bez kategorii;brak specyfiki;;GMINA MIASTO RZESZÓW;Miasto na prawach powiatu;PODKARPACKIE;Rzeszów;Rzeszów;1997-06-03;
91915;SM2;SZKOŁA MUZYCZNA II STOPNIA W SOSNOWCU;ul. Wawel;2;;41-200;Sosnowiec;23746;0943428;2475011;322663795;322663791;sekretariat@zsmsosnowiec.pl;http://www.zsmsosnowiec.pl;ŚLĄSKIE;Sosnowiec;Sosnowiec - gmina miejska;240076780;;publiczna;Bez kategorii;brak specyfiki;;SOSNOWIEC - MIASTO NA PRAWACH POWIATU;Miasto na prawach powiatu;ŚLĄSKIE;Sosnowiec;Sosnowiec;1996-06-27;
106209;SM2;SPOŁECZNA SZKOŁA MUZYCZNA II ST. TOWARZYSTWA PRZYJACIÓŁ ZGIERZA W ZGIERZU;ul. Sokołowska;4;;95-100;Zgierz;20500;0959263;1020031;427164817;;;;ŁÓDZKIE;zgierski;Zgierz - gmina miejska;101567616;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Piotr Chołys;TOWARZYSTWO PRZYJACIÓŁ ZGIERZA;Stowarzyszenia;ŁÓDZKIE;zgierski;Zgierz;1996-04-05;
16177;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II ST. W GNIEŹNIE;ul. Mieszka I;20;;62-200;Gniezno;12832;0970632;3003011;614263460;614263460;zpsm-gniezno@o2.pl;www.muzyczna.gniezno.pl;WIELKOPOLSKIE;gnieźnieński;Gniezno - gmina miejska;634373575;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1999-06-28;
78088;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II ST. W SŁUPCY;ul. Rotmistrza Witolda Pileckiego;3;;62-400;Słupca;31083;0949247;3023011;632753813;;;;WIELKOPOLSKIE;słupecki;Słupca - gmina miejska;311601167;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1999-06-28;
7524;SM2;SAMORZĄDOWA SZKOŁA MUZYCZNA II STOPNIA;ul. Sienkiewicza;19;;34-300;Żywiec;19830;0927642;2417011;338614332;338614332;sz.muzyczna@tenit.com.pl;www.muzyczna-zywiec.pl;ŚLĄSKIE;żywiecki;Żywiec - gmina miejska;072375422;5532195030;publiczna;Bez kategorii;brak specyfiki;Jolanta Tomas;POWIAT ŻYWIECKI;Powiat ziemski;ŚLĄSKIE;żywiecki;Żywiec;2000-09-01;
104742;SM2;SZKOŁA MUZYCZNA II STOPNIA;pl. Jana Pawła II;9;;62-800;Kalisz;07122;0936569;3061011;627571686;627664424;psm@um.kalisz.pl;www.psm.kalisz.pl;WIELKOPOLSKIE;Kalisz;Kalisz - gmina miejska;300037583;6181632734;publiczna;Bez kategorii;brak specyfiki;;MIASTO KALISZ;Miasto na prawach powiatu;WIELKOPOLSKIE;Kalisz;Kalisz;1975-12-15;
29393;SM2;SPOŁECZNA SZKOŁA MUZYCZNA II ST. W ŚWIDNICY;ul. Kościelna;32;;58-100;Świdnica;09546;0984657;0219011;746606226;;sekretariat@muzyczna-swidnica.pl;muzyczna.swidnica.pl;DOLNOŚLĄSKIE;świdnicki;Świdnica - gmina miejska;021989227;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;KACPER BIRULA;ŚWIDNICKIE TOWARZYSTWO MUZYCZNE;Stowarzyszenia;DOLNOŚLĄSKIE;świdnicki;Świdnica;2003-06-25;
109278;SM2;NIEPUBLICZNA SZKOŁA MUZYCZNA II ST. W ŁOWICZU;ul. Adama Mickiewicza;19;;99-400;Łowicz;12740;0977031;1005011;468377441;;muzycznalowicz@tlen.pl;www.muzycznalowicz.pl;ŁÓDZKIE;łowicki;Łowicz - gmina miejska;101603281;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Joanna Sylwestrzak;JOANNA SYLWESTRZAK;Osoba fizyczna;MAZOWIECKIE;sochaczewski;Sochaczew;2003-09-26;
114161;SM2;SPOŁECZNA SZKOŁA MUZYCZNA II ST. W KROŚNIE;ul. Ignacego Jana Paderewskiego;7;;38-400;Krosno;15532;0952410;1861011;;;szkola@ssmkrosno.pl;;PODKARPACKIE;Krosno;Krosno - gmina miejska;180967900;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;IWONA TYLKA;TOWARZYSTWO EDUKACJI ARTYSTYCZNEJ W KROŚNIE;Stowarzyszenia;PODKARPACKIE;Krosno;Krosno;2003-09-01;
115452;SM2;SZKOŁA MUZYCZNA II ST. IM. WITOLDA LUTOSŁAWSKIEGO W LUBLINIE;ul. Bursztynowa;22;;20-576;Lublin;02462;0954700;0663011;814505744;;szkolamuzyczna.lublin@gmail.com;szkolamuzyczna.lublin.pl;LUBELSKIE;Lublin;Lublin - gmina miejska;061577597;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;;ANNA DRĄŻKOWSKA;Osoba fizyczna;LUBELSKIE;lubelski;Niedrzwica Duża;2003-05-07;
106408;SM2;SZKOŁA MUZYCZNA II ST. IM. FRYDERYKA CHOPINA W BIAŁYMSTOKU;ul. gen. Józefa Bema;11;;15-369;Białystok;01014;0922410;2061011;799198220;;centrumsztuki@wp.pl;centrumsztuki.bialan.pl;PODLASKIE;Białystok;Białystok - gmina miejska;200756068;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;;FUNDACJA PODLASKIE CENTRUM SZTUKI;Fundacje;PODLASKIE;Białystok;Białystok;2005-03-21;
17591;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II ST. IM. WITOLDA LUTOSŁAWSKIEGO W STARGARDZIE;ul. Kazimierza Wielkiego;13;;73-110;Stargard;08265;0979596;3214011;915772448;915772448;sekretariat@psm.stargard.pl;psm.stargard.pl;ZACHODNIOPOMORSKIE;stargardzki;Stargard - gmina miejska;320088725;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;2005-08-24;
70252;SM2;SAMORZĄDOWA SZKOŁA MUZYCZNA II ST. W SKIERNIEWICACH;ul. Prymasowska;6;;96-100;Skierniewice;17606;0976942;1063011;468333828;;;;ŁÓDZKIE;Skierniewice;Skierniewice - gmina miejska;100244236;8361788580;publiczna;Bez kategorii;brak specyfiki;Sławomir Trochonowicz;SKIERNIEWICE - MIASTO NA PRAWACH POWIATU;Miasto na prawach powiatu;ŁÓDZKIE;Skierniewice;Skierniewice;2006-04-27;
75251;SM2;SZKOŁA MUZYCZNA II STOPNIA IM. BRONISŁAWA RUTKOWSKIEGO W KRAKOWIE;ul. Józefińska;10;;30-529;Kraków-Podgórze;07632;0950960;1261049;126560945;126560945;dyrekcja@sm1krakow.pl;sm1krakow.pl;MAŁOPOLSKIE;Kraków;Kraków-Podgórze - delegatura;120811903;6792090759;publiczna;Bez kategorii;brak specyfiki;;GMINA MIEJSKA KRAKÓW-MIASTO NA PRAWACH POWIATU;Miasto na prawach powiatu;MAŁOPOLSKIE;Kraków;Kraków-Śródmieście;2008-07-09;
106409;SM2;LUBELSKA SZKOŁA  JAZZU I MUZYKI ROZRYWKOWEJ II ST. W LUBLINIE;ul. Biedronki;13;;20-543;Lublin;01223;0954700;0663011;814505744;;szkolamuzykirozrywkowej.lublin@gmail.com;szkolamuzykirozrywkowej.pl;LUBELSKIE;Lublin;Lublin - gmina miejska;061508366;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Anna DRĄŻKOWSKA;AKADEMIA TALENTÓW SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Spółki Handlowe;LUBELSKIE;Lublin;Lublin;2010-04-20;
85492;SM2;MIEJSKA SZKOŁA MUZYCZNE II STOPNIA W RUDZIE ŚLĄSKIEJ;ul. Piotra Niedurnego;36;;41-709;Ruda Śląska;14136;0942630;2472011;322487628;322487628;psmruda@op.pl;psmruda.mzopo.pl;ŚLĄSKIE;Ruda Śląska;Ruda Śląska - gmina miejska;241696153;;publiczna;Bez kategorii;brak specyfiki;;MIASTO RUDA ŚLĄSKA;Miasto na prawach powiatu;ŚLĄSKIE;Ruda Śląska;Ruda Śląska;2010-09-01;
105841;SM2;NIEPUBLICZNA SZKOŁA MUZYCZNA II ST. IM. FRYDERYKA CHOPINA W OSTROWCU ŚWIĘTOKRZYSKIM;ul. Żabia;40;;27-400;Ostrowiec Świętokrzyski;26367;0947308;2607011;501304004;;szkola.chopin@wp.pl;szkolachopin.pl;ŚWIĘTOKRZYSKIE;ostrowiecki;Ostrowiec Świętokrzyski - gmina miejska;260659163;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;;Ewa Pytel;Osoba fizyczna;ŚWIĘTOKRZYSKIE;ostrowiecki;Ostrowiec Świętokrzyski;2010-12-01;
10137;SM2;SZKOŁA MUZYCZNA II STOPNIA;ul. bp. Dominika;13a;;81-402;Gdynia;04098;0934100;2262011;586220633;;szkolamuz.gdynia@wp.pl;;POMORSKIE;Gdynia;Gdynia - gmina miejska;220451471;;publiczna;Bez kategorii;brak specyfiki;;GDYNIA-MIASTO NA PRAWACH POWIATU;Miasto na prawach powiatu;POMORSKIE;Gdynia;Gdynia;2007-05-23;
12158;SM2;NIEPUBLICZNA ŚWIĘTOKRZYSKA SZKOŁA MUZYKI ROZRYWKOWEJ I JAZZU II ST. IM. MIRY KUBASIŃSKIEJ W OSTROWCU ŚWIĘTOKRZYSKIM;ul. Wspólna;5;;27-400;Ostrowiec Świętokrzyski;24885;0947308;2607011;696267311;;;;ŚWIĘTOKRZYSKIE;ostrowiecki;Ostrowiec Świętokrzyski - gmina miejska;260631182;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Dariusz Jurkowski;OPATOWSKIE TOWARZYSTWO ARTYSTYCZNE;Stowarzyszenia;ŚWIĘTOKRZYSKIE;opatowski;Opatów;2012-02-07;
12330;SM2;NIEPUBLICZNA SZKOŁA MUZYCZNA II ST. W PRZEWORSKU;ul. Krakowska;20;;37-200;Przeworsk;09796;0972513;1814011;696316124;;;;PODKARPACKIE;przeworski;Przeworsk - gmina miejska;180885823;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Magdalena Siwa-Kujawa;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2012-08-27;
17953;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II ST. W SZCZECINIE;ul. Staromłyńska;13;;70-561;Szczecin;20958;0977976;3262011;914881356;914880324;sekretariat@zsm2.szczecin.pl;;ZACHODNIOPOMORSKIE;Szczecin;Szczecin - gmina miejska;812013215;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1946-02-01;
20813;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II ST. W ZAMOŚCIU;ul. Tadeusza Kościuszki;5;;22-400;Zamość;09582;0987510;0664011;846392520;846385083;sekretariat@psmzam.pl;psmzam.pl;LUBELSKIE;Zamość;Zamość - gmina miejska;060028240;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1978-06-07;
22904;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II ST. W SŁUPSKU;ul. Szczecińska;106;;76-200;Słupsk;21805;0977278;2263011;598432861;598432199;;;POMORSKIE;Słupsk;Słupsk - gmina miejska;220039753;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1975-09-01;
24621;SM2;KRAKOWSKA SZKOŁA JAZZU I MUZYKI ROZRYWKOWEJ PRYWATNA SZKOŁA MUZYCZNA II ST.;ul. Bohdana Zaleskiego;11a;;31-525;Kraków-Śródmieście;25488;0951327;1261059;12-417-40-45;;;;MAŁOPOLSKIE;Kraków;Kraków-Śródmieście - delegatura;122678124;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Grzegorz Motyka;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2001-10-18;
24711;SM2;SZKOŁA MUZYCZNA II ST. W BOLESŁAWCU;ul. Grunwaldzka;9;;59-700;Bolesławiec;06260;0935989;0201011;75-735-15-80;;;;DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec - gmina miejska;021983101;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Małgorzata Kuśnierz;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2002-09-25;
55420;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II STOPNIA W ŻORACH;ul. Dworcowa;6;;44-240;Żory;04434;0945746;2479011;324341062;324341062;kontakt@muzyczna-szkola.pl;www.muzyczna-szkola.pl;ŚLĄSKIE;Żory;Żory - gmina miejska;273583406;6511503432;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1997-09-01;
60176;SM2;SZKOŁA MUZYCZNA II ST. PRO-MUSICA W KROŚNIE;ul. św. Wojciecha;8;;38-400;Krosno;24581;0952410;1861011;134321485;134321485;promusicakrosno@poczta.onet.pl;;PODKARPACKIE;Krosno;Krosno - gmina miejska;180905750;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Dorota Munzberger-Gąbka;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2008-04-02;
62050;SM2;WROCŁAWSKA SZKOŁA JAZZU I MUZYKI ROZRYWKOWEJ SZKOŁA MUZYCZNA II ST.;ul. Tadeusza Kościuszki;84;;50-441;Wrocław-Stare Miasto;09582;0986946;0264059;71-341-86-86;;info@szkolajazzu.wroclaw.pl;;DOLNOŚLĄSKIE;Wrocław;Wrocław-Stare Miasto - delegatura;022006037;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Zbigniew Czwojda;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;1998-09-11;
72677;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II ST. IM. RYSZARDA BUKOWSKIEGO WE WROCŁAWIU;ul. Podwale;68;69;50-449;Wrocław-Stare Miasto;16874;0986946;0264059;713441606;713460210;sekretariat@psmpodwale.pl;psmpodwale.pl;DOLNOŚLĄSKIE;Wrocław;Wrocław-Stare Miasto - delegatura;000277612;;publiczna;Bez kategorii;brak specyfiki;Jerzy Adamowski;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1947-09-01;
73876;SM2;NIEPUBLICZNA SZKOŁA MUZYCZNA II ST. SZKOŁA ESTRADOWA IM. ANNY GERMAN W BIAŁYMSTOKU;ul. Piastowska;11;;15-207;Białystok;16046;0922410;2061011;602-190-038;;;;PODLASKIE;Białystok;Białystok - gmina miejska;200740140;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2005-01-28;
75171;SM2;SZKOŁA MUZYCZNA II ST. RES FACTA MUSICA W GOLUBIU-DOBRZYNIU;ul. Stefana Żeromskiego;11;;87-400;Golub-Dobrzyń;26469;0983155;0405011;500-611-505;;;;KUJAWSKO-POMORSKIE;golubsko-dobrzyński;Golub-Dobrzyń - gmina miejska;281444182;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Marcin Mackiewicz;MT GROUP SPÓŁKA Z O.O.;Spółki Handlowe;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;2007-06-22;
75594;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II ST. IM. WŁADYSŁAWA ŻELEŃSKIEGO W KRAKOWIE;ul. Basztowa;9;;31-134;Kraków-Śródmieście;00861;0951327;1261059;124221530;124222341;sekretariat@zelenski.krakow.pl;zelenski.krakow.pl;MAŁOPOLSKIE;Kraków;Kraków-Śródmieście - delegatura;000276937;;publiczna;Bez kategorii;brak specyfiki;Stefan Wojtas;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1948-01-25;
78078;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II ST. W ŻAGANIU;ul. Pomorska;14;;68-100;Żagań;17088;0988661;0810021;683772785;683772785;;;LUBUSKIE;żagański;Żagań - gmina miejska;081087334;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;2001-09-01;
78082;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II ST. W KUTNIE;ul. Pałacowa;10;;99-300;Kutno;15590;0969103;1002011;242542669;;;;ŁÓDZKIE;kutnowski;Kutno - gmina miejska;100021849;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1975-06-26;
78084;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II ST. W LESZNIE;ul. Wałowa;3;;64-100;Leszno;23586;0954225;3063011;655207473;;;;WIELKOPOLSKIE;Leszno;Leszno - gmina miejska;300026510;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1987-09-01;
78090;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II ST. W SZAMOTUŁACH;ul. 3 Maja;8;;64-500;Szamotuły;11937;0971531;3024074;612921318;;;;WIELKOPOLSKIE;szamotulski;Szamotuły - miasto;300066805;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;2003-09-01;
79035;SM2;SZKOŁA MUZYCZNA II STOPNIA;al. Słowackiego;1c;;63-400;Ostrów Wielkopolski;34291;0937132;3017011;627362646;;;;WIELKOPOLSKIE;ostrowski;Ostrów Wielkopolski - gmina miejska;251618814;;publiczna;Bez kategorii;brak specyfiki;;POWIAT OSTROWSKI;Powiat ziemski;WIELKOPOLSKIE;ostrowski;Ostrów Wielkopolski;1982-09-01;
83258;SM2;SZKOŁA MUZYCZNA II STOPNIA IM. TADEUSZA SZELIGOWSKIEGO W GORZOWIE WLKP.;ul. Bolesława Chrobrego;3;;66-400;Gorzów Wielkopolski;01742;0935140;0861011;957227537;;sm1@edu.gorzow.pl;;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski - gmina miejska;081087498;;publiczna;Bez kategorii;brak specyfiki;;GORZÓW WIELKOPOLSKI - MIASTO NA PRAWACH POWIATU;Miasto na prawach powiatu;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;1975-01-01;
