tura;teryt;nrk;kto;wiek;miasto;glosy;glosyp;glosyn;wynik
R2;160101;2;WRĘBIAK Jerzy Piotr;50;wyższe;Brzeg, Porozumienie Jarosława Gowina;6693;53.10;-1;Tak
R2;160105;1;GĄSIOROWSKI Bogusław Edward;51;wyższe;Pisarzowice,;1841;55.14;-1;Tak
R2;160105;2;LECHOWSKA Grażyna Bronisława;55;wyższe;Lubsza,;1498;44.86;-1;Nie
R2;160201;1;KOBIERSKA-MRÓZ Anna Magdalena;37;wyższe ekonomiczne;Baborów,;1104;47.92;-1;Nie
R2;160201;2;KRUPA Tomasz Jacek;36;wyższe;Baborów,;1200;52.08;-1;Tak
R2;160401;1;SOBANIA Iwona Jadwiga;52;Wyższe;Nasale,;2122;66.31;-1;Tak
R2;160401;2;WIŚNIEWSKI Zygmunt Józef;46;Średnie;Dobiercice,;1078;33.69;-1;Nie
R2;160602;1;KRUSZYŃSKI Julian;61;wyższe;Namysłów,;5249;49.12;-1;Nie
R2;160602;2;STAWIARSKI Bartłomiej Eugeniusz;39;wyższe;Namysłów,;5437;50.88;-1;Tak
R2;160604;1;BEDNARZ Barbara Alina;48;wyższe;Gola,;984;60.04;-1;Tak
R2;160604;2;GIENIECZKO Łukasz;34;wyższe;Starościn,;655;39.96;-1;Nie
R2;160701;1;PTAK Grzegorz Leszek;34;Wyższe;Głuchołazy,;3173;42.60;-1;Nie
R2;160701;2;SZUPRYCZYŃSKI Edward Leonard;59;Wyższe;Głuchołazy,;4276;57.40;-1;Tak
R2;160802;1;NOWAK Kryspin;68;wyższe;Gorzów Śląski,;1020;41.72;-1;Nie
R2;160802;2;TOMALA Artur Joachim;49;wyższe;Gorzów Śląski,;1425;58.28;-1;Tak
R2;160804;1;KITAJGRODZKI Zbigniew;44;wyższe;Praszka,;2213;42.71;-1;Nie
R2;160804;2;TKACZYŃSKI Jarosław Wojciech;59;wyższe;Praszka,;2969;57.29;-1;Tak
R2;160903;1;SZLAPA Piotr Artur;53;wyższe techniczne;Chróścice,;2039;68.26;-1;Tak
R2;160903;2;WRÓBEL Henryk Leon;50;wyższe ekonomiczne;Dobrzeń Wielki,;948;31.74;-1;Nie
R2;160906;1;GOLENIA Michał Hubert;32;wyższe;Stare Budkowice,;1436;66.64;-1;Tak
R2;160906;2;HASIK Ewa Zofia;51;wyższe;Murów,;719;33.36;-1;Nie
R2;160907;1;KONCEWICZ Dorota;55;wyższe;Grabin,;2573;60.57;-1;Tak
R2;160907;2;NIECKARZ Mariusz Stanisław;46;wyższe;Niemodlin,;1675;39.43;-1;Nie
R2;160909;1;KUPKA Marieta;61;wyższe;Stare Siołkowice, TSKN;930;34.09;-1;Nie
R2;160909;2;STELMACH Sybilla;55;wyższe;Stare Siołkowice,;1798;65.91;-1;Tak
R2;161002;1;BUJAK Piotr Marek;29;wyższe;Wróblin,;3319;59.64;-1;Tak
R2;161002;2;KAŁAMARZ Andrzej Jan;51;wyższe;Głogówek,;2246;40.36;-1;Nie
R2;161003;1;BARWIENIEC Krzysztof Bogusław;42;wyższe techniczne;Prudnik,;929;47.13;-1;Nie
R2;161003;2;KOZACZEK Mariusz Ryszard;40;wyższe ekonomiczne;Prudnik,;1042;52.87;-1;Tak
R2;161004;1;FEJDYCH Franciszek;58;wyższe;Niemysłowice,;3285;35.79;-1;Nie
R2;161004;2;ZAWIŚLAK Grzegorz Józef;42;wyższe techniczne;Czyżowice,;5894;64.21;-1;Tak
R2;161103;1;KOSTON Norbert Józef;54;wyższe;Kolonowskie,;1189;51.12;-1;Tak
R2;161103;2;ŻYŁKA Janusz Piotr;49;wyższe;Kolonowskie,;1137;48.88;-1;Nie
R2;161106;1;GOLEC Sebastian Tomasz;38;Wyższe;Stary Ujazd,;1402;48.88;-1;Nie
R2;161106;2;IBROM Hubert Jerzy;27;Wyższe;Nogowczyce,;1466;51.12;-1;Tak
R2;180201;1;RZEPKA Józef;62;wyższe;Brzozów,;4131;37.27;-1;Nie
R2;180201;2;STAPIŃSKI Szymon Wojciech;31;wyższe;Brzozów,;6954;62.73;-1;Tak
R2;180203;1;ADAMSKI Jerzy Ferdynand;61;wyższe;Brzozów,;1828;46.01;-1;Nie
R2;180203;2;POCAŁUŃ Alicja Anna;40;wyższe;Krzywe,;2145;53.99;-1;Tak
R2;180206;1;OWSIANY Marek;50;wyższe;Nozdrzec,;1677;46.49;-1;Nie
R2;180206;2;ŻELAZNOWSKI Stanisław Jan;54;wyższe;Izdebki,;1930;53.51;-1;Tak
R2;180301;1;KUTRZEBA Mateusz Marek;31;wyższe;Dębica,;7912;45.42;-1;Nie
R2;180301;2;SZEWCZYK Mariusz Krzysztof;54;wyższe;Dębica,;9508;54.58;-1;Tak
R2;180304;1;PIENIĄŻEK Adam;38;wyższe;Głobikowa,;4717;44.66;-1;Nie
R2;180304;2;ROKOSZ Stanisław Józef;68;wyższe;Brzeźnica,;5846;55.34;-1;Tak
R2;180307;1;RĄCZKA Marek Stanisław;57;wyższe;Bobrowa,;3248;53.08;-1;Tak
R2;180307;2;TYLEC Krzysztof Jan;44;wyższe;Nagoszyn,;2871;46.92;-1;Nie
R2;180402;1;INDRA Krzysztof;44;Wyższe;Radymno,;1039;45.37;-1;Nie
R2;180402;2;PIZIURNY Mieczysław Józef;55;Wyższe;Radymno,;1251;54.63;-1;Tak
R2;180403;1;CZYŻ Andrzej Stanisław;53;wyższe;Widna Góra,;991;40.01;-1;Nie
R2;180403;2;HOMA Andrzej Robert;50;wyższe;Jarosław,;1486;59.99;-1;Tak
R2;180503;1;BOLEK Marcin Tomasz;43;wyższe;Dębowiec,;2394;59.85;-1;Tak
R2;180503;2;STANISZEWSKI Zbigniew;56;wyższe;Cieklin,;1606;40.15;-1;Nie
R2;180508;1;PYKOSZ Mariusz Feliks;50;wyższe;Pielgrzymka,;1065;44.71;-1;Nie
R2;180508;2;STACHURSKI Andrzej Adam;52;zawodowe;Pielgrzymka,;1317;55.29;-1;Tak
R2;180606;1;SITO Jerzy;55;średnie;Dzikowiec,;879;43.07;-1;Nie
R2;180606;2;TĘCZA Józef;54;wyższe;Nowy Dzikowiec,;1162;56.93;-1;Tak
R2;180702;1;ADAMSKI Łukasz Jacek;42;wyższe;Równe,;2760;49.24;-1;Nie
R2;180702;2;BYTNAR Andrzej;45;wyższe;Dukla,;2845;50.76;-1;Tak
R2;180705;1;PELCZAR Tadeusz Stanisław;43;średnie;Korczyna,;2397;49.98;-1;Nie
R2;180705;2;ZYCH Jan Władysław;63;wyższe;Korczyna,;2399;50.02;-1;Tak
R2;180803;1;KOŁCZ Bogdan;49;wyższe;Kuryłówka,;904;37.48;-1;Nie
R2;180803;2;WYSZYŃSKA Agnieszka;36;wyższe;Kuryłówka, Prawo i Sprawiedliwość;1508;62.52;-1;Tak
R2;180901;1;ANTONIK Alicja Barbara;59;wyższe;LUBACZÓW,;1341;31.86;-1;Nie
R2;180901;2;SZPYT Krzysztof Antoni;53;wyższe;LUBACZÓW,;2868;68.14;-1;Tak
R2;181001;1;KUMEK Rafał Robert;44;wyższe;Łańcut,;4539;63.60;-1;Tak
R2;181001;2;PILAWA-KRAUS Barbara;49;wyższe;Łańcut,;2598;36.40;-1;Nie
R2;181005;1;KUŹNIAR Lucjan;60;wyższe;Markowa, Prawo i Sprawiedliwość;1240;41.03;-1;Nie
R2;181005;2;MAC Mirosław Marek;34;wyższe;Husów,;1782;58.97;-1;Tak
R2;181006;1;RZEPKA Agnieszka;47;wyższe;Rakszawa,;1525;49.35;-1;Nie
R2;181006;2;SZUBART Jacek Szymon;34;wyższe prawnicze;Rakszawa,;1565;50.65;-1;Tak
R2;181101;1;KAPINOS Fryderyk Sylwester;56;wyższe;Mielec,;10075;45.18;-1;Nie
R2;181101;2;WIŚNIEWSKI Jacek Andrzej;42;wyższe;Mielec,;12223;54.82;-1;Tak
R2;181102;1;BŁAŻEJOWSKI Władysław Edward;60;wyższe;Borowa,;838;33.64;-1;Nie
R2;181102;2;MIESZKOWSKI Stanisław Marek;54;wyższe;Mielec,;1653;66.36;-1;Tak
R2;181103;1;SIDUR Sławomir Stanisław;41;wyższe;Breń Osuchowski,;1579;54.86;-1;Tak
R2;181103;2;ŚPIEWAK Kazimierz;63;wyższe;Czermin,;1299;45.14;-1;Nie
R2;181205;1;SROKA Józef;57;wyższe;Racławice,;3403;46.16;-1;Nie
R2;181205;2;ŚLUSARCZYK Waldemar;57;wyższe;Nisko,;3969;53.84;-1;Tak
R2;181302;1;BEMBENEK Wiesław;57;wyższe;Nienadowa,;1631;42.58;-1;Nie
R2;181302;2;GRZEGORZAK Jacek Jan;48;wyższe;Dubiecko,;2199;57.42;-1;Tak
R2;181304;1;BOBEK Tadeusz Zdzisław;63;Wyższe;Prałkowce,;1232;56.80;-1;Tak
R2;181304;2;KURASZ Jacek Grzegorz;42;Średnie;Korytniki,;937;43.20;-1;Nie
R2;181310;1;SKŁADOWSKI Krzysztof Bogdan;50;Wyższe;Żurawica,;2726;49.30;-1;Nie
R2;181310;2;SZELESZCZUK Tomasz;40;Wyższe;Żurawica,;2803;50.70;-1;Tak
R2;181409;1;BURY Tomasz Wojciech;41;wyższe;Żurawiczki,;1704;54.27;-1;Tak
R2;181409;2;PIENIĄŻEK Mariusz Józef;43;wyższe;Żurawiczki,;1436;45.73;-1;Nie
R2;181609;1;MATERNIA Jacek;49;wyższe;Krasne, Prawo i Sprawiedliwość;2165;47.08;-1;Nie
R2;181609;2;WOŹNIAK Wilhelm Andrzej;57;wyższe;Krasne,;2434;52.92;-1;Tak
R2;181701;1;MATUSZEWSKI Tomasz Adam;40;wyższe;Sanok,;8623;59.07;-1;Tak
R2;181701;2;PIÓRO Tadeusz Wacław;61;wyższe;Sanok,;5974;40.93;-1;Nie
R2;181704;1;BIELAWKA Stanisław Dobrogniew;63;wyższe;Komańcza,;578;32.71;-1;Nie
R2;181704;2;BZDYK Roman Mariusz;33;wyższe;Komańcza,;1189;67.29;-1;Tak
R2;181707;1;NOWAK Ernest Piotr;43;wyższe;Łukowe, Prawo i Sprawiedliwość;3447;71.77;-1;Tak
R2;181707;2;ŚWIĘCH Tomasz Ireneusz;40;wyższe;Zagórz,;1356;28.23;-1;Nie
R2;181708;1;BETLEJ Andrzej;65;wyższe;Posada Zarszyńska,;1658;45.84;-1;Nie
R2;181708;2;GAJEWSKA Magdalena Natalia;30;wyższe;Zarszyn,;1959;54.16;-1;Tak
R2;181901;1;ŚLIPSKI Andrzej Stanisław;41;wyższe;Czudec,;2330;50.71;-1;Tak
R2;181901;2;ZIELIŃSKI Jerzy Władysław;60;wyższe;Przedmieście Czudeckie, PiS;2265;49.29;-1;Nie
R2;181903;1;CIEPIELOWSKI Antoni;53;wyższe;Baryczka,;1974;45.76;-1;Nie
R2;181903;2;KORAB Zbigniew;55;wyższe;Konieczkowa,;2340;54.24;-1;Tak
R2;182101;1;POMYKAŁA Agata Małgorzata;50;wyższe;Baligród,;790;46.72;-1;Nie
R2;182101;2;STĘPIEŃ Robert;56;wyższe;Baligród,;901;53.28;-1;Tak
R2;182103;1;ORŁOWSKI Józef Wiesław;56;wyższe;Łukawica,;1504;31.98;-1;Nie
R2;182103;2;SNARSKI Adam;28;wyższe;Lesko,;3199;68.02;-1;Tak
R2;182105;1;CIÓŁKOWSKI Łukasz Marian;39;wyższe;Solina,;1387;47.60;-1;Nie
R2;182105;2;PIĄTKOWSKI Adam Piotr;53;wyższe;Wołkowyja,;1527;52.40;-1;Tak
R2;186201;1;BAKUN Wojciech Antoni;37;Średnie;Nehrybka,;17682;74.84;-1;Tak
R2;186201;2;HAMRYSZCZAK Janusz Adam;50;Wyższe;Przemyśl,;5944;25.16;-1;Nie
R2;200101;1;KAROLCZUK Mirosław;53;wyższe;Augustów,;4912;50.79;-1;Tak
R2;200101;2;WALULIK Wojciech;46;wyższe;Augustów,;4760;49.21;-1;Nie
R2;200105;1;STRĘKOWSKA Teresa;56;wyższe;Monkinie,;818;53.85;-1;Tak
R2;200105;2;WINIEWICZ Dorota;43;wyższe;Szczebra,;701;46.15;-1;Nie
R2;200107;1;KARP Jarosław;36;Wyższe;Krasnoborki,;1057;56.22;-1;Tak
R2;200107;2;ŻUKOWSKI Robert;42;Średnie;Sztabin,;823;43.78;-1;Nie
R2;200205;1;MARCINOWICZ Krzysztof;47;Wyższe;Kleosin,;3343;57.05;-1;Tak
R2;200205;2;SKRYPKO Marek;44;Wyższe;Śródlesie,;2517;42.95;-1;Nie
R2;200206;1;GOŁASZEWSKI Krzysztof;45;wyższe;Łapy-Łynki,;4864;53.22;-1;Tak
R2;200206;2;JABŁOŃSKA Urszula;38;wyższe;Gąsówka Stara,;4276;46.78;-1;Nie
R2;200209;1;DOBROWOLSKI Radosław;42;wyższe;Supraśl,;3810;56.64;-1;Tak
R2;200209;2;TODORCZUK Katarzyna;44;wyższe;Białystok,;2917;43.36;-1;Nie
R2;200213;1;BIELAWSKI Mirosław;54;wyższe;Wasilków,;2759;45.94;-1;Nie
R2;200213;2;ŁUCKIEWICZ Adrian;32;wyższe;Wasilków,;3247;54.06;-1;Tak
R2;200301;1;BOROWSKI Jarosław;45;wyższe;Bielsk Podlaski,;5938;60.21;-1;Tak
R2;200301;2;HRYNIEWICKI Tomasz;41;średnie;Bielsk Podlaski,;3924;39.79;-1;Nie
R2;200302;1;KOCZEWSKI Eugeniusz Tomasz;47;wyższe;Brańsk,;1211;72.78;-1;Tak
R2;200302;2;SOKOŁOWSKI Czesław;65;wyższe;Brańsk,;453;27.22;-1;Nie
R2;200308;1;FALKOWSKI Jan;51;wyższe;Wyszki,;717;41.73;-1;Nie
R2;200308;2;KORZENIEWSKI Mariusz;40;wyższe;Zalesie,;1001;58.27;-1;Tak
R2;200502;1;KASPROWICZ Grzegorz;34;wyższe;Białowieża,;573;49.06;-1;Nie
R2;200502;2;LITWINOWICZ Albert Waldemar;53;wyższe;Białowieża,;595;50.94;-1;Tak
R2;200503;1;SZYKUŁA Jerzy;59;wyższe;Czeremcha,;697;48.54;-1;Nie
R2;200503;2;WASILUK Jerzy;39;wyższe;Kuzawa,;739;51.46;-1;Tak
R2;200604;1;DYMERSKI Józef;62;Wyższe;Mały Płock,;1052;51.64;-1;Tak
R2;200604;2;GÓRALCZYK Michał;38;Wyższe;Mały Płock,;985;48.36;-1;Nie
R2;200605;1;RAFAŁOWSKI Krzysztof;39;wyższe;Kolno,;1061;43.04;-1;Nie
R2;200605;2;RUTKOWSKA Agnieszka;38;wyższe;Stawiski,;1404;56.96;-1;Tak
R2;200705;1;KOZICKI Krzysztof Ryszard;50;wyższe;Piątnica Poduchowna,;1976;48.92;-1;Nie
R2;200705;2;WIERZBOWSKI Artur;43;wyższe;Rządkowo,;2063;51.08;-1;Tak
R2;200801;1;DUDKIEWICZ Grzegorz Andrzej;52;Wyższe;Goniądz,;1179;58.57;-1;Tak
R2;200801;2;RAMOTOWSKI Mariusz;47;Wyższe;Doły,;834;41.43;-1;Nie
R2;200806;1;KARWOWSKI Zbigniew;53;wyższe;Słomianka,;3041;60.02;-1;Tak
R2;200806;2;ZABIELSKI Jan;62;Wyższe;Mońki,;2026;39.98;-1;Nie
R2;200901;1;BAGIŃSKA Jolanta Beata;50;wyższe;Sejny,;991;43.99;-1;Nie
R2;200901;2;NOWALSKI Arkadiusz Adam;44;średnie;Sejny,;1262;56.01;-1;Tak
R2;200905;1;ŁOSTOWSKI Dariusz Adam;41;Wyższe;Ogrodniki,;929;52.40;-1;Tak
R2;200905;2;MISZKIEL Maciej;35;Wyższe;Zaruby,;844;47.60;-1;Nie
R2;201002;1;BORZYM Wojciech Jerzy;53;wyższe;Lisowo-Janówek,;1243;51.64;-1;Tak
R2;201002;2;KRASOWSKI Mirosław;54;średnie;Drohiczyn,;1164;48.36;-1;Nie
R2;201003;1;BRZEZIŃSKI Antoni Apoloniusz;55;Wyższe;Dołubowo,;818;64.97;-1;Tak
R2;201003;2;CWALINA Adam;57;średnie;Kąty,;441;35.03;-1;Nie
R2;201005;1;URBAŃSKI Marcin;32;wyższe;Mielnik,;867;58.15;-1;Tak
R2;201005;2;WICHOWSKI Eugeniusz;56;wyższe;Tokary,;624;41.85;-1;Nie
R2;201102;1;KIEJKO Czesław Jan;63;wyższe;Janów,;543;33.23;-1;Nie
R2;201102;2;POGORZELSKI Jerzy;58;wyższe;Janów,;1091;66.77;-1;Tak
R2;201202;1;KONCEWICZ Sylwester;53;średnie;Rospuda,;836;45.76;-1;Nie
R2;201202;2;ROGOWSKI Tomasz;39;Wyższe;Stare Motule,;991;54.24;-1;Tak
R2;201302;1;RECZKO Mirosław;55;wyższe;Kozarze,;1636;45.78;-1;Nie
R2;201302;2;ŚWIĘCKI Eugeniusz;58;wyższe;Ciechanowiec,;1938;54.22;-1;Tak
R2;201307;1;KACZYŃSKI Marek;54;Wyższe;Jabłoń-Jankowce,;1105;50.32;-1;Tak
R2;201307;2;ŻOCHOWSKA Anna;46;Wyższe;Nowe Żochy,;1091;49.68;-1;Nie
R2;201402;1;GRODZKI Janusz;50;Wyższe;Zambrów,;627;47.46;-1;Nie
R2;201402;2;JAWOROWSKI Sylwester;41;Wyższe;Zambrów,;694;52.54;-1;Tak
R2;201403;1;GOŁASZEWSKI Tomasz Radosław;27;wyższe;Ożary Wielkie,;1049;47.38;-1;Nie
R2;201403;2;MODZELEWSKI Dariusz Sławomir;54;średnie;Rutki-Kossaki,;1165;52.62;-1;Tak
R2;206201;1;CHRZANOWSKI Mariusz;34;wyższe;Łomża,;14866;75.98;-1;Tak
R2;206201;2;MUZYK Agnieszka Barbara;46;wyższe;Łomża,;4699;24.02;-1;Nie
R2;220104;1;KALINOWSKI Artur Emil;43;wyższe;Kołczygłowy,;1191;60.86;-1;Tak
R2;220104;2;KOZŁOWSKI Wacław Aleksander;62;wyższe rolnicze;Kołczygłowy,;766;39.14;-1;Nie
R2;220106;1;KARAŚKIEWICZ Danuta Ewa;57;średnie;Miastko,;2768;52.43;-1;Tak
R2;220106;2;PONULAK Jan Stanisław;67;wyższe;Pasieka,;2511;47.57;-1;Nie
R2;220108;1;LANG Janusz Czesław;30;wyższe;Półczno,;734;43.72;-1;Nie
R2;220108;2;RYŚ Bogdan Marek;49;wyższe;Mądrzechowo,;945;56.28;-1;Tak
R2;220303;1;GIBCZYŃSKI Paweł Jacek;38;wyższe ekonomiczne;Rychnowy,;2795;70.80;-1;Tak
R2;220303;2;KUBALEWSKI Arkadiusz Piotr;47;wyższe;Wierzchowo-Dworzec,;1153;29.20;-1;Nie
R2;220305;1;BAJOWSKI Jerzy;62;średnie;Koczała,;718;53.50;-1;Tak
R2;220305;2;LISEK-FRONCZAK Wiesława Halina;50;wyższe;Koczała,;624;46.50;-1;Nie
R2;220306;1;MICHAŁOWSKI Krzysztof Henryk;35;wyższe;Pakotulsko,;1508;51.00;-1;Tak
R2;220306;2;ŻMUDA TRZEBIATOWSKI Andrzej Tomasz;56;wyższe;Przechlewo,;1449;49.00;-1;Nie
R2;220307;1;CIURZYŃSKI Lech Adam;44;wyższe;Rzeczenica,;831;46.95;-1;Nie
R2;220307;2;SZULC Marcin;41;wyższe;Rzeczenica,;939;53.05;-1;Tak
R2;220403;1;ASZYK Robert Mariusz;44;wyższe;Bielkówko,;3256;45.25;-1;Nie
R2;220403;2;CHRUŚCICKI Andrzej;44;wyższe;Kowale,;3940;54.75;-1;Tak
R2;220407;1;DOMBROWSKA Jolanta Katarzyna;54;wyższe;Osice,;580;37.18;-1;Nie
R2;220407;2;KRÓL Henryka;47;średnie;Steblewo,;980;62.82;-1;Tak
R2;220501;1;MELIBRUDA Michał;40;wyższe;Miechucino,;1767;60.16;-1;Tak
R2;220501;2;PIOTROWIAK Maria Wanda;60;wyższe;Chmielno,;1170;39.84;-1;Nie
R2;220703;1;NOWOGRODZKA Ewa Małgorzata;51;wyższe;Kwidzyn,;1475;41.58;-1;Nie
R2;220703;2;WIERZBA Dariusz;44;wyższe;Rakowiec,;2072;58.42;-1;Tak
R2;220704;1;OCHAŁ Andrzej;38;średnie;Prabuty,;2017;46.12;-1;Nie
R2;220704;2;SZULC Marek Bogdan;65;średnie;Prabuty,;2356;53.88;-1;Tak
R2;220801;1;NAMYŚLAK Witold Tadeusz;59;wyższe;Lębork,;7270;62.89;-1;Tak
R2;220801;2;POBŁOCKA Bożena Małgorzata;50;średnie;Lębork,;4289;37.11;-1;Nie
R2;220802;1;KLIŃSKA Halina Aniela;68;wyższe;Łeba,;954;48.97;-1;Nie
R2;220802;2;STRZECHMIŃSKI Andrzej Marek;61;wyższe;Łeba,;994;51.03;-1;Tak
R2;221001;1;OSTROWSKI Adam Włodzimierz;61;wyższe;Krynica Morska,;360;48.85;-1;Nie
R2;221001;2;SWAT Krzysztof;53;wyższe;Krynica Morska,;377;51.15;-1;Tak
R2;221101;1;KOHNKE Klemens Adam;69;wyższe;Hel,;631;42.55;-1;Nie
R2;221101;2;WĄDOŁOWSKI Mirosław Piotr;61;wyższe;Hel,;852;57.45;-1;Tak
R2;221107;1;BURCHACKA-KLIMCZUK Katarzyna;32;wyższe;Mała Piaśnica,;4558;41.94;-1;Nie
R2;221107;2;PUSZKARCZUK Tadeusz;65;wyższe;Sławutówko,;6309;58.06;-1;Tak
R2;221202;1;KORDYLAS Andrzej;58;wyższe;Damnica,;1285;57.65;-1;Tak
R2;221202;2;TETERKA Rafał;43;wyższe techniczne;Damnica,;944;42.35;-1;Nie
R2;221312;1;FORC-CHEREK Magdalena Maria;44;wyższe;Starogard Gdański,;3189;62.04;-1;Tak
R2;221312;2;TRAWICKI Krzysztof Gabriel;63;Wyższe;Bytonia,;1951;37.96;-1;Nie
R2;221401;1;DZWONKOWSKI Tadeusz Adam;56;wyższe;Tczew,;5837;33.16;-1;Nie
R2;221401;2;POBŁOCKI Mirosław Stanisław;56;wyższe;Tczew,;11766;66.84;-1;Tak
R2;221402;1;CZARNECKI Maciej Krzysztof;35;średnie;Rakowiec,;2820;58.45;-1;Tak
R2;221402;2;KLIMCZAK Adam Łukasz;42;wyższe;Nicponia,;2005;41.55;-1;Nie
R2;221404;1;CHYŁA Mirosław;45;Wyższe;Pelplin,;2843;62.40;-1;Tak
R2;221404;2;CZERWIŃSKI Tomasz Krzysztof;35;Wyższe;Pelplin,;1713;37.60;-1;Nie
R2;221406;1;AUGUSTYNIAK Krzysztof;56;średnie;Szczerbięcin,;2562;54.43;-1;Tak
R2;221406;2;REZMEROWSKI Roman Kazimierz;61;wyższe;Turze,;2145;45.57;-1;Nie
R2;226101;1;ADAMOWICZ Paweł Bogdan;52;wyższe prawnicze;Gdańsk,;129683;64.80;-1;Tak
R2;226101;2;PŁAŻYŃSKI Kacper Maciej;29;wyższe;Gdańsk,;70432;35.20;-1;Nie
R2;240107;1;BANAŚ Zdzisław Czesław;61;wyższe;Siewierz,;3600;58.24;-1;Tak
R2;240107;2;DZIERŻANOWSKI Tomasz Piotr;33;wyższe;Czekanka,;2581;41.76;-1;Nie
R2;240207;1;FIAŁKOWSKI Krzysztof Paweł;54;wyższe;Kozy,;1898;35.07;-1;Nie
R2;240207;2;KALIŃSKI Jacek;31;wyższe;Kozy,;3514;64.93;-1;Tak
R2;240210;1;RĄCZKA Marek Jarosław;55;wyższe;Wilkowice,;1970;36.19;-1;Nie
R2;240210;2;ZEMANEK Janusz Krzysztof;38;wyższe;Bystra,;3473;63.81;-1;Tak
R2;240301;1;MACURA Ryszard Arkadiusz;49;wyższe;Cieszyn,;5407;43.98;-1;Nie
R2;240301;2;STASZKIEWICZ Gabriela Anna;45;wyższe;Cieszyn,;6887;56.02;-1;Tak
R2;240302;1;KLUZ Artur;46;wyższe;Ustroń,;2265;39.81;-1;Nie
R2;240302;2;KORCZ Przemysław Grzegorz;45;wyższe;Ustroń,;3425;60.19;-1;Tak
R2;240309;1;GAZUREK Henryk Kazimierz;49;wyższe;ISTEBNA,;2828;48.57;-1;Nie
R2;240309;2;MICHAŁEK Łucja Katarzyna;38;wyższe;JAWORZYNKA,;2995;51.43;-1;Tak
R2;240401;1;SZYMAŃSKA Sylwia Joanna;45;wyższe;Blachownia,;3361;70.23;-1;Tak
R2;240401;2;UJMA Anetta Barbara;48;wyższe;Częstochowa,;1425;29.77;-1;Nie
R2;240403;1;MOSKALIK Edward Krzysztof;47;wyższe;Janów,;1527;57.02;-1;Tak
R2;240403;2;ŚCIGAJ Joanna Maria;62;wyższe ekonomiczne;Piasek,;1151;42.98;-1;Nie
R2;240404;1;LISEK Iwona Izabela;44;wyższe;Częstochowa,;1088;47.72;-1;Nie
R2;240404;2;TAJBER Adam Marian;59;wyższe;Kamienica Polska,;1192;52.28;-1;Tak
R2;240407;1;SOCHA Jerzy Wojciech;65;wyższe;Konopiska,;1945;43.80;-1;Nie
R2;240407;2;ŻUREK Jerzy Szczepan;64;wyższe;Rększowice,;2496;56.20;-1;Tak
R2;240413;1;CHĄDZYŃSKI Robert Franciszek;44;wyższe;Poczesna,;2461;42.56;-1;Nie
R2;240413;2;UJMA Krzysztof Wojciech;59;wyższe;Huta Stara B,;3321;57.44;-1;Tak
R2;240415;1;MILITOWSKI Paweł Mirosław;41;wyższe;Rudniki,;2375;57.84;-1;Tak
R2;240415;2;SPIECHOWICZ Mariusz Michał;44;wyższe;Rudniki,;1731;42.16;-1;Nie
R2;240606;1;BUJAK Urszula Zofia;49;średnie;Praszczyki,;1430;64.76;-1;Tak
R2;240606;2;PRASKI Bogdan;50;wyższe;Panki,;778;35.24;-1;Nie
R2;240607;1;KOWALIK Jan Wacław;42;wyższe;Zawady,;1487;57.26;-1;Tak
R2;240607;2;ZATOŃ Paweł Jan;37;wyższe;Zawady,;1110;42.74;-1;Nie
R2;240609;1;OSIŃSKI Tomasz Jacek;40;wyższe;Puszczew,;3441;57.80;-1;Tak
R2;240609;2;PIETRULEWICZ Magdalena Anna;39;wyższe prawnicze;Wręczyca Wielka,;2512;42.20;-1;Nie
R2;240708;1;ALOSZKO Michał Józef;39;wyższe;Niwy,;2719;67.52;-1;Tak
R2;240708;2;NOWACKI Krzysztof Kazimierz;50;średnie;Woźniki,;1308;32.48;-1;Nie
R2;240901;1;BAUER Urszula Anna;55;wyższe;Myszków,;4632;41.38;-1;Nie
R2;240901;2;ŻAK Włodzimierz Paweł;50;wyższe;Myszków, Platforma Obywatelska RP;6562;58.62;-1;Tak
R2;240903;1;MOTYL Krzysztof Adam;58;wyższe;Dąbrowno,;1387;47.94;-1;Nie
R2;240903;2;REMBAK Mariusz Piotr;38;wyższe;Niegowa,;1506;52.06;-1;Tak
R2;241003;1;SŁONINKA Jan Adam;49;Wyższe;Wola,;3461;54.91;-1;Tak
R2;241003;2;TARANOWSKI Bogdan Józef;60;Wyższe;Gilowice,;2842;45.09;-1;Nie
R2;241101;1;LENK Mirosław;60;wyższe ekonomiczne;Racibórz,;8083;45.12;-1;Nie
R2;241101;2;POLOWY Dariusz Jerzy;51;średnie;Racibórz,;9833;54.88;-1;Tak
R2;241204;1;GRYT Grzegorz Antoni;63;Średnie;Lyski,;2116;51.37;-1;Tak
R2;241204;2;MUSIOŁ Szymon Franciszek;36;wyższe;Pstrążna,;2003;48.63;-1;Nie
R2;241302;1;NOWAK Krzysztof Rafał;46;wyższe;Miasteczko Śląskie,;1314;45.88;-1;Nie
R2;241302;2;SKRZYDŁO Michał Jacek;38;wyższe;Miasteczko Śląskie,;1550;54.12;-1;Tak
R2;241305;1;MUROWSKI Jan Alojzy;64;wyższe;Potępa,;669;43.05;-1;Nie
R2;241305;2;SUFA Franciszek;69;wyższe;Krupski Młyn,;885;56.95;-1;Tak
R2;241403;1;FREITAG Janusz Paweł;43;wyższe;Lędziny,;1531;26.26;-1;Nie
